[4/24/21 10:52AM] Nandope used command ::object 41200 | Player rights = DEVELOPER	
[4/28/21 02:05PM] Nandope used command ::tele 2017 5013 | Player rights = DEVELOPER	
[4/28/21 02:05PM] Nandope used command ::tele 2032 5015 | Player rights = DEVELOPER	
[4/28/21 02:05PM] Nandope used command ::tele 2018 5023 | Player rights = DEVELOPER	
[4/28/21 02:06PM] Nandope used command ::tele 2003 5012 | Player rights = DEVELOPER	
[4/28/21 02:07PM] Nandope used command ::mypos | Player rights = DEVELOPER	
[4/28/21 02:07PM] Nandope used command ::tele 2013 5010 | Player rights = DEVELOPER	
[4/28/21 02:07PM] Nandope used command ::tele 2029 5009 | Player rights = DEVELOPER	
[4/28/21 02:07PM] Nandope used command ::mypos | Player rights = DEVELOPER	
[4/28/21 02:07PM] Nandope used command ::tele 2033 5026 | Player rights = DEVELOPER	
[4/28/21 02:07PM] Nandope used command ::tele 2031 5040 | Player rights = DEVELOPER	
[4/28/21 02:07PM] Nandope used command ::mypos | Player rights = DEVELOPER	
[4/28/21 02:07PM] Nandope used command ::tele 2014 5041 | Player rights = DEVELOPER	
[4/28/21 02:07PM] Nandope used command ::tele 1999 5040 | Player rights = DEVELOPER	
[4/28/21 02:07PM] Nandope used command ::mypos | Player rights = DEVELOPER	
[4/28/21 02:07PM] Nandope used command ::pnpc 1 | Player rights = DEVELOPER	
[4/28/21 02:07PM] Nandope used command ::pnpc -1 | Player rights = DEVELOPER	
[4/28/21 02:07PM] Nandope used command ::addn 1 | Player rights = DEVELOPER	
[4/28/21 02:07PM] Nandope used command ::tele 2000 5022 | Player rights = DEVELOPER	
[4/28/21 02:07PM] Nandope used command ::tele 2001 5009 | Player rights = DEVELOPER	
[4/28/21 02:07PM] Nandope used command ::addn 1 | Player rights = DEVELOPER	
[4/28/21 02:07PM] Nandope used command ::tele 2017 5010 | Player rights = DEVELOPER	
[4/28/21 02:07PM] Nandope used command ::tele 2033 5011 | Player rights = DEVELOPER	
[4/28/21 02:07PM] Nandope used command ::tele 2032 5009 | Player rights = DEVELOPER	
[4/28/21 02:07PM] Nandope used command ::addn 1 | Player rights = DEVELOPER	
[4/28/21 02:07PM] Nandope used command ::tele 2031 5026 | Player rights = DEVELOPER	
[4/28/21 02:07PM] Nandope used command ::tele 2031 5040 | Player rights = DEVELOPER	
[4/28/21 02:07PM] Nandope used command ::addn 1 | Player rights = DEVELOPER	
[4/28/21 02:11PM] Nandope used command ::item 2402 | Player rights = DEVELOPER	
[4/28/21 02:11PM] Nandope used command ::item 2404 | Player rights = DEVELOPER	
[4/28/21 02:11PM] Nandope used command ::item 2405 | Player rights = DEVELOPER	
[4/28/21 02:11PM] Nandope used command ::item 2398 | Player rights = DEVELOPER	
[4/28/21 02:11PM] Nandope used command ::item 2397 | Player rights = DEVELOPER	
[4/28/21 02:11PM] Nandope used command ::item 2407 | Player rights = DEVELOPER	
[4/28/21 02:11PM] Nandope used command ::item 2408 | Player rights = DEVELOPER	
[4/28/21 02:11PM] Nandope used command ::item 2409 | Player rights = DEVELOPER	
